item_id,attribute_list
6769,8111 6923 6984 6981 6974 6971 6956 7004 6927 6902
6770,13237 6248 8395 8401 6267 8429 3450 8431 6290 3470
6771,758 1890 2987 4887 3029 16957 11302 3035 16959 3026
6772,11057 14060 10338 4265 16342 5250 2843 758 1261 1187
6773,13231 2067 11214 11273 2068 5823 6050 14587 5643 149
6774,1946 1236 1402 2657 2660 2649 1882 1232 1259 1446
6775,6006 5870 6530 6493 6404 6356 6293 6292 6261 6016
6776,3659 1185 758 2987 4887 4569 17245 13918 12872 12465
6777,10537 10535 10560 10553 10546 3680 10571 10536 10522 3690
6778,12943 13387 17022 1945 12708 14229 3694 17584 8308 3129
6779,15109 5050 4927 4982 5047 15145 5090 15079 15151 5052
6780,1669 16415 14500 10700 1665 3786 16424 3783 7816 16411
6781,1890 758 7001 6354 10943 11057 9392 10500 13237 5212
6782,1261 1270 790 579 122 566 4106 1181 1267 1313
6783,9392 5212 12877 10162 3371 11181 6839 9718 11179 8525
6784,1890 758 5196 855 4299 838 4306 538 5013 5027
6785,18058 0 10137 5794 3817 6129 14267 16781 8774 17273
6786,10540 7480 17813 14052 434 9817 17495 7978 17203 7828
6787,4719 4265 13237 10484 8184 14419 16020 9879 16011 8955
6788,9392 5212 12943 13237 10943 11465 11394 11414 11389 11535
6789,9198 10960 3160 3164 15551 3174 9209 3179 15514 3215
6790,4265 11759 13372 13370 2820 8541 13373 2827 2832 2831
6791,5212 9392 11453 325 13878 2089 3759 17395 14004 6339
6792,5433 7638 6349 6344 6477 4569 10500 8730 8733 8734
6793,11703 9322 7407 9445 11491 12292 11489 10906 13503 7142
6794,758 1890 5212 9392 4900 4865 4896 1467 4914 4902
6795,169 1890 13237 758 4265 258 246 12801 12804 8291
6796,3976 1709 4023 4022 4009 3994 3992 1648 3958 1720
6797,4265 13237 758 12943 6118 4025 6063 3958 6112 1730
6798,14439 14466 14405 14414 14419 14432 14437 14377 14479 14480
6799,5291 4940 720 507 5284 371 183 5292 5299 732
6800,10194 2298 8032 17751 17752 17954 8242 17759 14037 10267
6801,7734 13731 17565 1964 1965 13725 10745 10711 10719 13721
6802,1259 2671 14500 2793 1533 14102 2386 1245 1586 1521
6803,6361 9676 7286 3265 5841 2479 2484 4636 11311 14208
6804,16154 15514 7714 11183 9087 16162 15507 9090 11208 9094
6805,4265 13237 16484 8467 8465 15117 15118 8429 8431 8494
6806,758 1890 16494 2376 13622 12101 13639 6839 2393 17462
6807,15166 7551 9543 15131 7574 7570 15152 9573 7553 7552
6808,2204 2178 4265 10943 12943 13237 7001 8326 16020 11498
6809,6493 14868 6530 15831 15880 14456 15230 14397 12548 12556
6810,239 8738 8681 17381 8697 7505 615 17376 11738 2192
6811,1946 14851 1446 2762 1521 1542 2808 2790 2793 2720
6812,13231 4719 2068 10976 11273 11262 7577 5428 5643 5823
6813,758 5015 1870 5880 16342 11057 1890 6922 1742 8841
6814,1181 1187 1137 1140 1153 1176 1107 5847 150 1103
6815,9392 5212 678 5665 5657 4711 675 5640 1153 4721
6816,6461 15039 14004 2089 4395 11501 17540 2575 1059 16292
6817,12795 12803 12781 12784 12791 7265 12797 7388 12814 12746
6818,15685 6922 6202 6579 9865 5880 8841 17961 731 17585
6819,1890 758 16699 10320 13941 8118 13059 13942 13047 13060
6820,10943 10364 10339 10348 10349 10351 10327 10360 10401 10390
6821,13231 13237 1185 2987 4887 1890 758 11858 8060 8050
6822,13237 12943 4265 4719 10943 3659 758 14060 7001 2843
6823,758 15756 6202 10123 1742 8502 6922 1870 9865 731
6824,12765 7264 6210 16114 2987 4887 3890 1185 84 7083
6825,14456 15109 12575 15230 14285 12665 14998 1005 5819 3130
6826,12534 13163 4804 4847 12567 13139 7599 8693 13907 7220
6827,10432 6940 5245 10302 7083 16114 2987 1185 4887 6210
6828,4265 1554 1648 4094 1619 1607 1605 1569 1669 1547
6829,13231 758 1890 10906 1725 17376 3291 5464 17729 17381
6830,5880 7702 1870 13526 9865 17961 6579 1742 6922 731
6831,7244 4545 654 7225 12160 4538 7276 640 7221 7270
6832,16608 9099 16580 9082 16594 9087 9090 16576 9094 15551
6833,10500 3659 2178 2204 8603 13755 13769 13758 1964 1965
6834,5399 5963 14285 4088 1117 840 3291 14259 834 5369
6835,10943 6354 7001 4887 2987 1185 13526 9865 10123 8841
6836,8326 9441 3712 5676 14368 9601 1801 13063 15436 18050
6837,13231 758 10943 9392 7001 1890 6354 9125 17340 16342
6838,11057 16342 4265 7915 2552 12442 2553 10007 15507 2545
6839,1185 4887 2987 84 3890 6210 7264 16114 12765 3659
6840,5849 14259 6404 15300 15880 947 746 15831 5572 745
6841,758 1890 2987 4887 4190 5186 855 344 5196 4393
6842,4055 1554 4094 6041 4077 4093 1569 1547 6071 1605
6843,7244 8614 8603 9718 11465 15060 16354 16343 11480 15068
6844,3154 5819 5713 3208 12556 3176 5786 12548 3156 5693
6845,9392 4190 4121 4126 4149 4151 249 248 4170 4106
6846,758 1890 682 663 675 652 678 5847 1030 5836
6847,4265 504 3705 292 17784 13180 13091 14641 13223 3075
6848,8326 13231 14267 10137 6129 1986 11494 11155 5794 3572
6849,6063 1554 6071 4077 6046 1569 1607 1605 4093 6051
6850,2538 2544 7267 5090 10288 12175 17050 17618 9575 13321
6851,12794 15835 8814 8820 12792 3529 8833 12804 12801 8807
6852,758 1890 2204 2178 5367 10338 14060 13576 2843 11640
6853,17585 5015 13526 1742 7702 5880 6579 9865 1870 15685
6854,9825 9836 9643 9649 9657 9658 9718 9770 9807 9818
6855,16112 13362 9082 9087 9090 13338 6406 9094 3366 16107
6856,758 10943 1890 9817 16946 9895 9855 9849 9846 17161
6857,9392 5212 4265 6202 7702 13526 5880 6922 9865 731
6858,16342 11057 5922 6006 5849 12707 5870 12686 12682 15785
6859,3994 3992 1730 4025 4023 4022 4009 1715 3953 6139
6860,12415 12410 2748 2762 14139 12473 2671 1586 12356 2660
6861,8326 11334 11155 10137 15685 5258 4614 4126 5261 4617
6862,1153 757 4940 298 4393 4947 293 4388 291 4406
6863,5819 3560 1665 3154 5870 3593 3586 1766 840 3291
6864,898 13877 13370 6728 13693 6741 13372 13613 6746 10401
6865,1890 758 1402 1205 2538 2793 14500 2720 2424 2544
6866,4795 1946 1446 4265 1402 17207 8023 12807 2671 8032
6867,15083 11860 3800 7900 3796 15080 3793 15082 3802 7905
6868,1720 4009 1715 4023 6103 3992 1730 1722 1709 1661
6869,10660 1986 11494 13357 9555 2770 758 1890 3817 5128
6870,1730 10711 1725 6039 10745 4094 4093 12536 10746 6118
6871,758 5212 9392 1890 9520 17012 10962 6865 16219 9945
6872,4304 5075 4934 5086 5300 5733 4935 5506 4932 5074
6873,271 6567 15516 15625 15617 6640 15444 15659 6628 15680
6874,15831 12548 14917 14923 12584 14456 15785 12556 14448 15230
6875,15971 15368 15363 15383 15337 9597 9595 9594 3322 5622
6876,1736 1661 3955 3958 3976 1715 1730 3994 1722 1709
6877,13231 4719 8326 14060 5250 5367 10338 1185 2987 4887
6878,4265 2326 17106 3802 15040 3804 6641 12906 10857 12281
6879,16342 11057 271 7001 6567 6354 10943 16883 16885 9022
6880,5670 5665 5733 213 5724 5723 5721 5718 5761 4106
6881,4265 16943 8814 7719 2820 6678 7724 16939 10502 2827
6882,13237 12943 7816 11584 15010 15727 14400 8825 7356 10197
6883,4719 14060 10338 5367 5250 8326 13231 2204 2178 2843
6884,267 9138 7309 16445 17411 4837 7505 17235 10267 8054
6885,1890 758 17854 16717 7697 10288 7505 8054 9895 17159
6886,7371 11160 11254 11241 7347 13949 7355 16482 11191 11286
6887,5963 3511 14397 6404 746 745 1665 12584 14923 5483
6888,2204 2178 11633 9520 15148 1340 9744 6865 9306 7851
6889,12748 12825 15971 12807 12820 758 1890 14219 2720 14602
6890,13576 2843 5250 5367 10338 758 14060 1890 6761 6798
6891,16959 15787 12725 6641 9534 13788 10061 13786 6646 15259
6892,16292 12456 1189 2616 17020 8326 4795 9941 11840 17417
6893,4795 8326 216 5165 14368 5910 15103 15436 4610 9000
6894,7364 17908 13691 15244 13227 17373 10068 392 2782 3188
6895,16576 14628 14414 9063 1569 17433 16580 6585 3632 3648
6896,13237 1890 9392 758 7702 1870 8841 1742 6922 5015
6897,758 1890 9392 13552 14073 5454 13042 5677 14257 17878
6898,5761 4275 298 4293 293 291 5754 895 5261 4280
6899,1189 15039 6461 6339 14884 14004 6188 1059 12456 10948
6900,1554 1607 4077 4093 4094 1605 1547 6071 6041 6051
6901,17411 17412 7423 7407 7371 17409 2298 17393 2307 17416
6902,4265 12943 8277 14116 16154 2094 11274 14119 8288 2112
6903,758 1890 9392 6354 10943 7001 13231 4791 371 4244
6904,14456 14448 14536 14500 14491 14473 14602 14449 6623 6493
6905,758 13274 2797 13236 13267 13178 13293 13281 13172 13279
6906,16522 7635 2836 13587 12130 7662 10447 7645 7679 13613
6907,16342 11057 758 1890 13231 2204 2178 5212 6579 6922
6908,4719 3659 10500 13691 3331 11962 7785 16530 3188 14818
6909,2178 2204 5900 12725 10364 15743 1153 17002 14093 10370
6910,758 1890 9392 14953 8730 14952 13172 16024 3931 16793
6911,2843 5250 8326 13231 10338 5367 13576 2204 2178 14060
6912,2204 2178 8392 8395 8335 8342 8348 8371 8310 8431
6913,12943 10878 10975 10849 10857 10871 10831 10960 11035 11003
6914,1661 3958 6112 3976 1669 6103 3992 1619 3953 3994
6915,11057 10302 10432 2987 4887 7083 5245 6940 1870 7702
6916,758 1890 15148 16219 998 15092 1340 15812 10962 232
6917,11057 16342 13231 7123 10707 11646 8033 7129 11035 7125
6918,8326 17188 1890 16342 11057 17339 11273 11214 9567 7305
6919,8326 293 5013 953 5004 638 955 640 5051 5030
6920,15418 7332 13216 11148 9124 9550 7753 14842 5390 11852
6921,1890 4265 11057 758 1715 1722 6039 3992 3994 1709
6922,6210 84 16114 3890 7264 2987 271 7681 12765 6567
6923,10906 11034 14052 14037 14029 4162 2301 2298 7371 7423
6924,758 1890 9392 13237 739 5234 5241 4306 4170 732
6925,17048 4924 5847 4916 566 249 248 4920 9846 17050
6926,12791 7265 7388 12781 12750 12803 12814 12811 12746 7354
6927,2027 677 7702 15685 9865 6922 8841 1742 13526 5015
6928,4932 4362 15617 4914 4916 4920 4924 4902 4934 4947
6929,14109 12825 12410 14491 6947 14500 6624 12807 6623 12820
6930,1607 1605 1619 3958 1614 3953 3976 4055 4077 1722
6931,17907 17381 9895 17457 17050 10194 17235 17048 17911 17759
6932,84 12765 16114 3890 6210 12443 12411 6904 12418 12440
6933,11057 4265 7001 17585 1742 6922 17961 6579 731 5880
6934,1614 1619 4077 1605 1607 4029 4094 6039 1669 4023
6935,10194 17854 17813 8054 17442 17457 17203 17907 8032 17376
6936,4265 12575 1117 15831 12556 14448 15785 14868 14456 15922
6937,1715 6103 3958 4023 1709 6118 6112 1661 3955 4022
6938,1890 758 5015 5880 731 15756 10123 6922 13526 6202
6939,15039 14004 11157 11694 11692 6339 6461 12456 14884 3853
6940,808 118 5341 400 5133 110 5336 5335 2837 2586
6941,17381 10906 17411 17409 17393 17416 17376 14052 17344 11034
6942,1715 3666 16451 3661 7528 16239 8202 8203 14468 11274
6943,3659 3113 4695 4046 6354 10943 7001 10500 12293 2052
6944,17381 10238 8417 17376 17737 10194 17954 16944 17050 17740
6945,3992 3976 4009 1661 6103 1715 3994 6139 1648 1669
6946,758 1890 10943 3992 1730 1736 1722 4009 6103 3994
6947,7001 6354 10943 5212 4265 1890 758 5317 5300 5364
6948,10943 758 7001 6354 1890 16445 15703 17954 14029 9953
6949,1890 758 4916 4920 4865 4896 4900 4902 4853 4932
6950,4887 1185 2987 3944 10670 16251 16250 3138 14205 4755
6951,13231 4265 4770 5186 5166 973 405 500 151 272
6952,5250 14060 10338 5367 16342 11057 2843 13576 10123 5880
6953,2301 2298 17308 10267 2307 11034 17393 7319 17307 8139
6954,17921 7319 10881 7347 8281 8032 17854 17235 10238 17308
6955,9392 2418 9198 6112 2402 6103 2414 12277 14377 2393
6956,6210 16114 12765 7679 11085 10677 7495 11074 11681 7490
6957,1283 4106 1213 1261 1270 1181 1313 4126 4121 1153
6958,15482 15516 15373 15371 15465 15347 15467 15342 15471 15473
6959,5433 10360 3847 17520 13172 6539 6103 10364 7984 17524
6960,7083 2987 10432 4887 5245 10302 1185 6940 13231 8621
6961,758 1890 5212 2200 2183 434 439 2192 444 482
6962,11676 12516 10791 7035 11681 7031 11678 10797 7374 12514
6963,758 1890 10123 15685 731 15756 1742 6922 17585 8841
6964,6354 758 1890 7001 4362 586 5733 5196 8813 1239
6965,10653 10650 7429 15068 15579 13047 9153 12226 12725 16865
6966,11409 13227 13691 10068 2782 3188 15274 3902 9875 17019
6967,1890 758 1052 1070 12187 6034 6029 1076 6028 1040
6968,758 1890 8326 4719 10302 5128 8435 3817 17273 5275
6969,746 3899 3783 12740 14341 3855 6261 15109 1117 14998
6970,10943 10338 5367 2843 14060 5250 5424 1331 5422 4434
6971,11434 13014 7423 13776 4409 13769 11191 13003 13005 7407
6972,3452 15079 15300 3560 3511 3459 14315 3593 14998 14967
6973,7001 6354 10943 1890 758 7286 1533 2558 1205 2559
6974,4025 1722 6139 1648 3992 1661 1709 3994 4009 1669
6975,13597 11491 14037 8681 9138 7887 9148 14052 11489 239
6976,11600 4435 17202 16530 12398 876 17029 9737 2395 13552
6977,3727 13676 3737 13697 5968 13683 13717 13679 3710 13652
6978,1870 5880 10123 13526 9865 6202 8502 1742 13876 7371
6979,13231 1890 758 9392 15735 15723 3369 12412 15727 12442
6980,10943 16342 11057 6354 7001 3659 10309 10500 9258 17048
6981,6453 11646 14710 8666 9099 13338 17570 15993 14707 15049
6982,392 756 7364 14818 9875 17373 17908 11409 15244 15274
6983,11057 6354 10943 758 1890 7001 4265 6589 7083 5245
6984,11179 15800 15787 15789 11170 8955 15796 11178 9995 12031
6985,4265 17344 17911 17259 9846 8844 8738 17907 10194 8242
6986,1005 12682 5530 6530 5819 14449 14448 12686 3855 12584
6987,1890 758 2200 439 2192 464 444 434 2183 482
6988,1554 6063 1569 1607 1551 6071 4093 1605 6041 6051
6989,7681 12765 16114 7264 84 6210 3890 10426 15386 7160
6990,1890 758 4795 4341 9000 13839 5224 1239 12321 216
6991,8326 13231 12548 12556 14998 3452 6404 3459 15922 14868
6992,4719 2924 3707 4764 241 149 7305 17339 17674 14883
6993,17203 17161 16693 10754 16717 8032 17207 9855 9895 8023
6994,5403 17416 13876 12307 13937 11286 11650 10843 16445 239
6995,16342 11057 4265 3889 17247 8233 13060 13059 6793 10504
6996,4719 4265 5433 13237 5212 16342 11057 9939 12906 7308
6997,1890 758 16342 11057 9392 13231 10137 11155 11334 10943
6998,13237 4265 7570 2743 13513 12298 12297 2746 7562 17146
6999,9392 5212 1890 758 2843 10338 5367 13576 5250 1185
7000,5367 10338 4265 14060 2843 5250 13576 16114 12765 6210
7001,16238 10311 16215 13752 13748 10304 16208 16254 16250 13761
7002,7414 11841 7407 7408 7409 7410 11843 15081 7413 7405
7003,16114 6567 271 6210 12765 7264 5357 5350 5387 5341
7004,1890 758 13237 7973 16033 2376 7974 16041 7978 2387
7005,439 434 444 482 2027 2121 587 2183 550 489
7006,1890 13237 758 12412 10707 6984 12406 7574 6991 11183
7007,1890 758 4650 606 4659 4653 5432 579 629 4635
7008,5130 5166 5075 5105 5110 5066 5186 5185 5043 1455
7009,13003 13864 8838 550 8834 13005 9817 13014 13876 13887
7010,4719 12682 12584 12740 12707 12686 12807 12556 12575 12665
7011,13237 758 1890 3802 6200 8203 3804 2187 8245 2219
7012,1117 5713 14998 3713 12665 3769 3775 3686 3783 3855
7013,6202 8841 15756 1742 1870 7702 6579 5880 17585 5015
7014,1484 5951 7940 16620 1482 1470 7928 5952 16631 3777
7015,14220 14932 4144 3157 11076 8187 4708 8980 12540 12541
7016,6354 10943 7001 11494 11334 8774 8270 8435 8627 9555
7017,10943 15039 18056 6354 7001 3342 6339 2616 17540 6461
7018,4719 8326 8050 8060 1107 1103 1111 8033 8111 8043
7019,17585 16177 9865 2340 7851 3839 11626 11633 5880 7879
7020,13231 16342 5250 11057 1185 13237 9392 4887 2987 10137
7021,12820 12748 12807 12825 1205 1882 2793 12830 14107 15971
7022,10338 14060 6579 17585 6202 6922 7702 5880 13526 5015
7023,10309 6051 5925 5786 6259 6041 6261 14259 14315 6046
7024,7939 9895 9849 17161 17457 7371 17578 17921 16693 17308
7025,17751 10060 17307 677 7355 2307 17752 8054 17759 14029
7026,12390 11959 11003 11005 7287 7279 7276 7270 12391 12412
7027,1890 758 4265 13237 17813 17344 8032 17416 8023 17235
7028,2301 2307 2292 2293 2296 2298 2277 11286 7423 2275
7029,4265 4022 1605 6112 6118 1607 4023 6103 3992 6139
7030,17578 10066 17259 8032 17553 17556 10194 7317 7319 8054
7031,17502 11626 3799 5632 9306 17126 232 6787 2340 10962
7032,758 8996 8898 9164 9342 8834 8652 9722 17048 9081
7033,14449 921 12556 6261 6259 14448 12548 14998 952 947
7034,8076 14744 14726 14727 14734 8118 8073 8033 8043 8124
7035,1890 758 4265 7083 6940 5245 10302 10943 10432 16342
7036,4795 2616 11840 11453 2575 6339 11157 6461 3759 14751
7037,7001 10943 6354 2204 2178 1261 1283 1213 1181 1270
7038,3113 6039 4022 4029 6051 6046 6041 1619 4023 1736
7039,11034 2109 8054 17442 7371 10267 17412 17416 615 677
7040,2921 13365 13281 13293 13298 13326 13338 2931 13362 13277
7041,14707 11100 11069 11074 11085 17524 15346 3802 11096 14710
7042,6210 1470 2171 1469 6572 11863 11861 6564 11870 12994
7043,7221 7224 7160 11116 11105 11102 11100 11096 7129 12184
7044,2280 8242 13047 2271 8247 16636 8245 16634 16646 13059
7045,10137 11334 11155 12584 12575 2846 14923 6493 15300 14917
7046,17203 14052 7423 17670 2183 14037 10238 7407 2307 615
7047,1890 758 10943 13237 9392 5212 7625 1384 538 1381
7048,4396 4406 324 955 4376 5364 4388 4393 969 329
7049,763 11633 3839 2382 1340 15148 17421 232 5632 17346
7050,2808 1882 1521 2748 1581 1633 1576 2720 14473 14500
7051,3659 10500 16342 11057 10068 13691 2782 7364 13227 12711
7052,758 1890 16557 14974 12060 12062 10099 12066 4678 10103
7053,1870 7702 13526 15685 6922 1742 17585 5015 6579 731
7054,4795 4719 3193 4804 12534 2510 12567 4847 3007 3859
7055,4094 1709 1715 1607 4009 4022 4093 3994 1720 1605
7056,8326 16342 11057 4795 4719 718 8728 9000 9601 3712
7057,13231 758 1890 13237 15697 17898 5970 9125 7055 1492
7058,13473 16834 16817 13514 3892 3895 3896 13497 3912 3873
7059,10943 1117 3593 5693 5434 14923 15785 15831 1080 6016
7060,11057 16342 5250 14060 13576 5367 2843 10338 758 1890
7061,1890 758 8774 8270 17273 16781 9555 1986 3817 2770
7062,8050 12536 12510 12507 10762 10650 10653 8111 10645 10746
7063,15145 4220 15230 4170 4190 371 15151 4149 15109 15079
7064,4719 6354 758 7001 10943 1890 6273 13967 4435 17202
7065,16342 11057 4795 4610 9601 4341 216 5910 5165 5363
7066,12556 12548 12584 6530 14448 15880 12575 1117 2846 15230
7067,10943 758 7001 1890 6354 11694 11692 7464 14677 7463
7068,6682 6822 6797 15347 6815 15725 15424 15521 15598 6607
7069,16839 3666 16832 2553 16834 2555 2545 6311 6315 3680
7070,13237 4265 1607 1720 1619 3994 3992 1614 6041 4055
7071,2687 2649 2456 1446 2587 2424 1402 1521 1533 1882
7072,9392 758 14107 14102 1446 1946 14500 14491 14109 14473
7073,10500 3659 13227 11409 3188 15244 17373 756 2782 3902
7074,2790 14473 1080 5649 5870 2587 14491 2793 14917 14923
7075,6530 12740 6293 14261 14259 1080 3452 5963 14917 14285
7076,3291 13937 9790 4322 11886 13940 638 5258 1270 7642
7077,4804 3859 3193 10979 13093 4847 13163 11055 13907 15874
7078,7001 10943 13237 5128 10660 16781 9555 5212 5275 13357
7079,8118 8124 10645 8143 10650 10653 8133 8128 10677 12536
7080,5433 10500 3659 5910 4610 17956 18050 13063 5165 8728
7081,13237 758 15470 8946 15495 15488 16107 8955 16112 10048
7082,11057 16342 4265 4887 2987 1185 9596 9606 9446 9643
7083,10943 15831 14917 15880 15230 14397 14448 6493 1117 6530
7084,3659 10500 12872 17245 14899 16432 13606 17490 12138 13918
7085,16949 10130 16959 16957 2690 16954 2697 10162 16939 14031
7086,8769 14707 6793 10504 10502 3174 12877 13725 14710 17277
7087,3799 5928 17126 16863 5632 16219 17502 9306 17346 9520
7088,12078 15874 4178 363 15593 11133 12478 13907 13139 12800
7089,9426 9534 9341 9401 9422 9423 9425 9325 9446 9606
7090,552 3188 9352 15244 17019 17373 2782 11409 756 392
7091,1890 758 9392 4265 2204 2178 14778 6514 10677 14790
7092,13231 758 11057 16342 1890 1144 5970 6437 11235 15812
7093,13231 9392 11057 13237 16342 2987 4887 758 1890 1730
7094,758 1890 13237 7270 1945 9423 1949 9422 7276 1964
7095,758 1890 10943 7001 6354 10267 16856 17235 16861 17207
7096,1890 758 5367 2843 10338 13576 14060 4265 7001 10943
7097,3217 15166 17291 3213 8806 17294 3215 8807 8803 16885
7098,4265 5832 5677 12138 6477 16820 8161 17012 7851 2317
7099,3459 1665 5464 1647 3452 5483 15230 6156 3899 952
7100,4719 758 16342 1890 9555 11155 6129 3817 8435 15917
7101,6354 10943 7001 14109 2538 1236 1232 1229 14102 14107
7102,4393 4396 4362 4376 4388 298 4412 507 4299 4406
7103,9392 5212 371 5754 5763 5761 9895 5247 4770 5249
7104,6710 12860 3500 16765 3955 17247 3953 13424 10762 17824
7105,1722 4077 1715 1614 4025 1661 1720 4029 1607 4055
7106,7768 17578 17161 8572 17159 17442 16807 17308 17854 10906
7107,2204 2178 10943 6354 7001 5004 2720 973 4742 2424
7108,84 6210 7681 12765 3890 16114 9601 8728 15436 5910
7109,6103 3955 3992 1709 1648 1720 4022 1669 3953 1661
7110,10426 3694 17386 3661 10447 3666 14367 8525 14362 3680
7111,6760 6761 6746 16636 1661 17462 10274 15495 1669 10298
7112,8326 11057 11334 10137 11155 13231 16342 13898 14761 4549
7113,2204 2178 9006 4093 8982 8986 10608 9010 9017 10593
7114,4719 363 10529 11133 12567 12478 4804 4847 15969 3007
7115,5250 10338 14060 5367 1882 6891 2671 2687 12748 6947
7116,4887 2987 1185 11057 16342 14443 10426 3786 6661 14435
7117,13231 13237 4265 1648 1661 2307 4009 17393 17813 8281
7118,10500 3659 9392 4803 5665 5640 4791 654 652 4843
7119,5250 2843 14060 5367 10338 13576 17442 17729 10066 17854
7120,758 1890 15079 3560 6016 5483 5464 3855 6006 952
7121,1648 14528 14526 7803 16437 16436 10653 3746 1661 14536
7122,17830 17235 17376 8023 17344 17813 17308 17307 8281 8139
7123,13231 2068 4764 5643 11214 6050 5823 10976 9118 7577
7124,6118 1736 1715 1720 3976 3958 1661 4009 4022 1709
7125,4927 13018 4878 17495 13058 4862 8281 4982 10624 301
7126,15368 13864 2307 12748 17409 2298 15971 17412 15996 17411
7127,7001 5015 9865 17585 6922 731 1742 15756 15685 13526
7128,4265 4719 8774 17273 6129 5794 3572 15917 14267 6354
7129,5517 5483 5596 5580 5577 5572 5545 5530 5620 5399
7130,444 464 2121 2200 439 2192 615 2183 677 489
7131,13231 758 1890 17188 5794 11155 1986 17273 4980 16781
7132,1185 4887 2987 9010 6624 12707 6623 7490 2047 11085
7133,16342 11057 13576 5250 2843 10338 14060 5367 758 17898
7134,6823 2456 6947 1464 1446 6891 2720 2424 6795 6754
7135,6118 4023 4009 1730 3976 3953 1725 1709 1722 3958
7136,5367 14060 2843 6354 7001 13576 10943 5250 10338 11057
7137,1890 13237 8308 12906 10360 6403 16793 8310 16776 16817
7138,3994 6112 1669 1605 4029 3992 6118 1661 1736 1607
7139,1890 16342 11057 7577 15965 5643 241 3707 1433 6050
7140,15598 15596 6749 15603 6758 15600 15625 15539 15563 15652
7141,444 10066 14052 17409 17907 17954 434 8281 17235 482
7142,4719 2682 2654 2655 9871 9869 2678 9879 2697 16834
7143,758 7828 17159 17495 16919 17813 15750 10066 10881 7611
7144,17343 3957 15646 13884 14652 16875 4795 3759 6188 17395
7145,9392 5212 1267 1270 1283 1261 1313 16342 11057 17395
7146,6354 10943 7001 5919 16861 8273 8274 16856 5930 5925
7147,11003 17412 1964 1965 17416 11005 8054 8073 14188 16354
7148,758 1890 9392 4396 579 5130 5474 213 4935 4653
7149,5015 10123 13526 6202 731 6922 5880 9865 1742 6579
7150,640 10834 10843 5401 629 7962 4362 11576 638 11558
7151,5212 9392 2790 2793 2424 1576 2808 1581 1586 2027
7152,17729 11034 17900 10267 17203 10288 7407 8054 17813 8139
7153,15450 15617 15347 15652 15444 15625 6838 15342 15659 15598
7154,13111 13113 8447 5864 7918 15617 8452 8439 13120 1039
7155,8476 14188 8513 16682 8494 8491 3558 14167 3569 8465
7156,758 1890 13237 5212 9392 1633 2538 2464 2456 2544
7157,12765 7681 13231 10861 14688 13607 4139 13604 17828 16215
7158,17737 14052 5464 17759 17752 15922 5483 14029 840 14037
7159,3659 5670 606 5004 5665 5013 629 640 638 579
7160,9596 12312 12309 17181 6200 3802 16041 13035 3786 14869
7161,13231 3817 5275 1986 10660 2770 5128 16781 8435 13357
7162,1720 3953 3976 1722 4023 3994 4022 1709 1715 4009
7163,678 682 4322 5657 5640 4362 249 248 5670 4376
7164,5433 17050 8139 7524 10354 10906 7716 15703 7731 16778
7165,758 1890 9392 13237 4265 5657 5640 5718 5665 4607
7166,4887 2987 1185 10338 14060 14923 840 6292 6293 3855
7167,8326 3659 1997 10845 10831 10797 1117 10790 10857 10791
7168,1890 758 10943 10948 14884 10976 9567 2183 434 444
7169,758 9392 1890 5212 3853 16429 14884 4395 11840 17540
7170,9255 9275 16391 15952 9226 3686 14908 15953 16386 14907
7171,13231 5970 1492 788 16394 15092 9332 15812 1687 15697
7172,12556 14456 14449 2846 14923 6493 15785 15831 14448 12548
7173,3659 10500 13368 13314 13327 13328 15342 13304 13361 12295
7174,10500 3659 4046 4695 392 756 15274 7715 17228 13227
7175,6579 731 10123 17585 6922 1742 5015 13526 15685 1870
7176,293 291 682 1030 5611 4896 298 5605 4900 678
7177,1433 10976 5823 7577 241 14587 17339 597 11214 9567
7178,4795 17956 9441 4341 13063 5165 4610 12321 5676 8728
7179,13237 15010 8076 16765 3848 16751 11678 8073 16737 16745
7180,758 10943 6354 1890 7001 2843 5250 8603 8615 3474
7181,5212 758 731 17961 6579 6922 7702 5015 15756 10123
7182,169 258 246 3659 17830 17207 17203 8139 17618 8242
7183,1661 6139 4029 4009 1669 1709 6103 1619 3992 3994
7184,13237 12943 10943 13931 9855 13940 13937 9869 9871 9879
7185,4743 4789 4721 4729 4742 4678 4770 4843 4803 405
7186,11057 16342 10013 16419 3995 10001 3987 3982 3999 13870
7187,4719 13231 9567 3707 10976 2924 11214 11273 149 6223
7188,11057 16342 6567 271 2610 2673 2669 870 2710 2604
7189,15685 15756 10943 1742 9865 5880 17585 6922 8841 7702
7190,1890 758 11694 4395 13878 11692 14004 9941 6461 325
7191,13237 10238 17235 10194 17207 17409 12748 17729 17259 17412
7192,10137 11334 11155 10707 6103 1764 16338 3912 12272 16343
7193,8632 8635 14479 14474 14468 14466 14480 14419 14432 2182
7194,17813 10288 17954 8572 8139 9855 17442 10066 17911 17416
7195,1890 4265 758 13237 10432 10302 5250 5367 7083 6940
7196,11157 17020 1059 16292 3853 14004 6461 4395 2616 3342
7197,10066 17911 17907 17556 17813 17307 17751 17203 17308 17752
7198,1185 2987 10943 4887 10338 2843 7001 5367 14060 13576
7199,10943 758 1890 5794 13357 8144 4980 15917 6129 3817
7200,325 15039 6461 2089 11453 10948 12456 17020 11157 14884
7201,3994 3958 1730 1722 4029 1709 1715 4025 6118 1736
